24460;Sliding Two Fingers Right
50701;Zooming Out With Two Fingers
16032;Sliding Two Fingers Left
95450;No gesture
127254;Doing other things
76259;Thumb Up
68944;Zooming Out With Two Fingers
54018;Sliding Two Fingers Right
30378;Sliding Two Fingers Left
35481;Doing other things
19260;Doing other things
112320;No gesture
123948;Zooming In With Two Fingers
27148;Sliding Two Fingers Left
7958;Doing other things
29267;Doing other things
130422;Zooming Out With Two Fingers
19118;Sliding Two Fingers Left
121925;Thumb Up
31505;Doing other things
18775;No gesture
57002;Sliding Two Fingers Left
9924;No gesture
133980;Zooming In With Two Fingers
55864;Sliding Two Fingers Left
67705;Zooming Out With Two Fingers
98149;Thumb Up
26422;Zooming In With Two Fingers
50552;Doing other things
141799;No gesture
40036;Sliding Two Fingers Left
1569;Zooming In With Two Fingers
3327;Zooming Out With Two Fingers
145668;Zooming In With Two Fingers
146913;Sliding Two Fingers Left
6709;Sliding Two Fingers Right
92681;Sliding Two Fingers Left
95249;Doing other things
93744;Sliding Two Fingers Right
110346;Doing other things
113681;Zooming In With Two Fingers
104556;No gesture
90277;Sliding Two Fingers Left
70959;Zooming Out With Two Fingers
75343;Zooming In With Two Fingers
6641;Zooming Out With Two Fingers
138870;Doing other things
9878;Sliding Two Fingers Right
112850;Sliding Two Fingers Left
128067;Zooming In With Two Fingers
135851;Zooming In With Two Fingers
142199;Doing other things
130066;Thumb Up
110246;Doing other things
146197;Zooming Out With Two Fingers
37534;Zooming In With Two Fingers
10280;No gesture
113919;Doing other things
115892;No gesture
122250;Zooming In With Two Fingers
132409;Doing other things
64735;Zooming In With Two Fingers
114778;Doing other things
26831;Thumb Up
47037;Sliding Two Fingers Right
38734;Thumb Up
119067;Sliding Two Fingers Left
1309;Doing other things
46738;Thumb Up
138204;Zooming Out With Two Fingers
55736;No gesture
66001;Doing other things
112959;No gesture
26827;Doing other things
82639;Zooming Out With Two Fingers
139136;Doing other things
67189;Zooming In With Two Fingers
123413;Thumb Up
146500;Doing other things
81088;Sliding Two Fingers Left
59692;Doing other things
37980;Doing other things
41323;No gesture
129687;Sliding Two Fingers Left
67575;No gesture
95259;Thumb Up
126079;Sliding Two Fingers Left
32782;Zooming In With Two Fingers
120420;Zooming In With Two Fingers
47454;No gesture
77888;Zooming Out With Two Fingers
134090;Sliding Two Fingers Left
79309;No gesture
93223;Thumb Up
38464;Thumb Up
104198;Zooming Out With Two Fingers
102995;Sliding Two Fingers Left
42394;Doing other things
62250;Sliding Two Fingers Right
56999;Zooming Out With Two Fingers
38412;Zooming Out With Two Fingers
141161;Thumb Up
93153;Doing other things
83079;Doing other things
26219;Doing other things
116854;Thumb Up
21190;Sliding Two Fingers Right
121655;Zooming In With Two Fingers
56601;No gesture
55055;Zooming In With Two Fingers
44119;Thumb Up
105028;Sliding Two Fingers Left
78943;No gesture
20211;Doing other things
61392;Sliding Two Fingers Left
19742;No gesture
45234;Sliding Two Fingers Left
94860;Zooming In With Two Fingers
24193;Sliding Two Fingers Left
124166;Doing other things
142254;No gesture
109454;Zooming In With Two Fingers
23315;No gesture
33496;No gesture
124488;Doing other things
80484;Doing other things
52007;Thumb Up
60954;Thumb Up
99891;No gesture
106580;No gesture
67461;Sliding Two Fingers Right
139314;Doing other things
121301;Zooming Out With Two Fingers
90709;Zooming In With Two Fingers
69920;Zooming Out With Two Fingers
80097;Doing other things
66352;Zooming In With Two Fingers
38610;Sliding Two Fingers Left
91938;Zooming In With Two Fingers
48622;Doing other things
106480;Sliding Two Fingers Right
12325;Thumb Up
73224;Doing other things
75034;Thumb Up
13111;Sliding Two Fingers Left
53355;Doing other things
37360;Sliding Two Fingers Right
62501;Doing other things
65943;Sliding Two Fingers Right
111891;No gesture
32976;Sliding Two Fingers Right
92234;Doing other things
53869;Thumb Up
63296;Doing other things
62018;Doing other things
14739;Doing other things
70815;No gesture
40171;Sliding Two Fingers Left
99896;Thumb Up
135206;Doing other things
45797;No gesture
119616;Thumb Up
31183;Sliding Two Fingers Left
69694;Sliding Two Fingers Right
15362;Sliding Two Fingers Right
94140;Zooming Out With Two Fingers
104018;Doing other things
41491;Zooming Out With Two Fingers
114403;Doing other things
80253;No gesture
98426;Doing other things
143430;Sliding Two Fingers Left
4607;Sliding Two Fingers Left
13595;Sliding Two Fingers Left
80220;Doing other things
51199;Doing other things
138150;Zooming Out With Two Fingers
144142;Zooming In With Two Fingers
51152;Sliding Two Fingers Right
100478;Zooming Out With Two Fingers
103573;Thumb Up
46873;Doing other things
4585;Zooming Out With Two Fingers
132072;Zooming In With Two Fingers
74743;Doing other things
53998;No gesture
121495;Doing other things
114047;Doing other things
79648;No gesture
57473;No gesture
33745;Sliding Two Fingers Left
7194;Thumb Up
118622;Doing other things
144709;No gesture
95845;Thumb Up
89787;Sliding Two Fingers Left
121509;Zooming Out With Two Fingers
44521;Doing other things
99501;Sliding Two Fingers Left
32773;Sliding Two Fingers Left
46459;Doing other things
128089;Sliding Two Fingers Right
51449;Zooming Out With Two Fingers
58029;Zooming In With Two Fingers
51265;Sliding Two Fingers Right
113581;Doing other things
47975;Thumb Up
105307;Doing other things
68036;Doing other things
63600;Thumb Up
48100;Sliding Two Fingers Right
119285;Sliding Two Fingers Right
139395;Sliding Two Fingers Right
31938;Doing other things
104460;Thumb Up
101737;No gesture
18765;Thumb Up
72333;Doing other things
91268;Sliding Two Fingers Left
55042;Thumb Up
30480;Doing other things
48967;Zooming Out With Two Fingers
133335;No gesture
86013;Zooming In With Two Fingers
141077;Doing other things
116871;Sliding Two Fingers Left
46461;Doing other things
84609;Zooming In With Two Fingers
11892;No gesture
27114;Zooming Out With Two Fingers
103259;Doing other things
38448;Zooming Out With Two Fingers
7368;Zooming Out With Two Fingers
10640;Sliding Two Fingers Left
118501;Sliding Two Fingers Left
108739;Sliding Two Fingers Right
69181;Zooming Out With Two Fingers
36350;Sliding Two Fingers Left
78297;Thumb Up
27070;Zooming In With Two Fingers
65560;Zooming In With Two Fingers
54248;Thumb Up
111233;Zooming In With Two Fingers
41636;No gesture
132328;Zooming Out With Two Fingers
25769;Zooming In With Two Fingers
61264;Doing other things
122380;Sliding Two Fingers Left
70680;Doing other things
66609;Thumb Up
146846;Zooming In With Two Fingers
53129;Doing other things
94244;Doing other things
100987;Zooming In With Two Fingers
48074;Sliding Two Fingers Left
55552;No gesture
44977;Sliding Two Fingers Left
63243;Doing other things
101019;No gesture
97832;Zooming In With Two Fingers
132624;Thumb Up
135673;No gesture
73964;Doing other things
142360;Doing other things
64319;Zooming Out With Two Fingers
46110;Thumb Up
13789;Zooming In With Two Fingers
71826;Doing other things
50388;Sliding Two Fingers Left
19122;Thumb Up
50668;Doing other things
45538;No gesture
48680;Doing other things
137118;Sliding Two Fingers Right
3292;Sliding Two Fingers Right
99394;Sliding Two Fingers Right
145432;Sliding Two Fingers Right
103818;Doing other things
117807;Doing other things
112626;Sliding Two Fingers Left
82055;Thumb Up
119406;Zooming Out With Two Fingers
107622;Doing other things
62664;Sliding Two Fingers Left
100846;Thumb Up
136226;Zooming In With Two Fingers
102525;Doing other things
32709;Zooming In With Two Fingers
2755;Sliding Two Fingers Left
49350;Doing other things
34797;Sliding Two Fingers Left
105161;Doing other things
101319;Thumb Up
22794;Zooming Out With Two Fingers
75020;Thumb Up
14124;Zooming In With Two Fingers
37048;Thumb Up
139863;Zooming Out With Two Fingers
60963;Zooming In With Two Fingers
118429;Sliding Two Fingers Right
431;Zooming Out With Two Fingers
58019;Doing other things
118660;Sliding Two Fingers Right
10673;Doing other things
8215;Doing other things
26531;Doing other things
73517;Thumb Up
100163;Doing other things
59964;Thumb Up
126299;Zooming Out With Two Fingers
37512;Sliding Two Fingers Left
3093;Sliding Two Fingers Left
8763;Zooming Out With Two Fingers
89099;Doing other things
136983;No gesture
23150;Doing other things
113574;Zooming Out With Two Fingers
65281;Zooming In With Two Fingers
118509;Zooming Out With Two Fingers
31847;No gesture
44527;Doing other things
132537;Sliding Two Fingers Right
47070;No gesture
61573;No gesture
132728;Zooming In With Two Fingers
73945;No gesture
145732;Zooming Out With Two Fingers
120816;Zooming In With Two Fingers
18111;Sliding Two Fingers Right
5311;Thumb Up
131270;Zooming In With Two Fingers
138810;Sliding Two Fingers Left
38468;Sliding Two Fingers Left
31205;Thumb Up
74083;Sliding Two Fingers Left
72691;Doing other things
16877;Doing other things
146247;Thumb Up
84559;Sliding Two Fingers Right
80437;Thumb Up
52268;No gesture
14257;Doing other things
142655;Sliding Two Fingers Left
2066;No gesture
26547;Doing other things
44160;Doing other things
12792;Zooming In With Two Fingers
96156;Sliding Two Fingers Right
16680;Sliding Two Fingers Left
2873;Thumb Up
62923;Thumb Up
87449;No gesture
17255;Doing other things
60823;No gesture
80301;Doing other things
123365;Doing other things
142975;Sliding Two Fingers Right
98498;Zooming In With Two Fingers
120304;Doing other things
139681;Sliding Two Fingers Left
110452;Sliding Two Fingers Left
130879;Doing other things
44995;Zooming In With Two Fingers
35323;Doing other things
145796;Zooming Out With Two Fingers
123671;Doing other things
30683;No gesture
700;Doing other things
115889;Sliding Two Fingers Right
116452;Thumb Up
72313;No gesture
29096;Doing other things
62708;No gesture
82123;Sliding Two Fingers Left
26834;Sliding Two Fingers Right
144715;Sliding Two Fingers Left
72707;Doing other things
13699;Sliding Two Fingers Left
2313;Sliding Two Fingers Left
88641;Sliding Two Fingers Left
37271;Sliding Two Fingers Left
131172;Zooming Out With Two Fingers
101962;Zooming Out With Two Fingers
38439;No gesture
3235;Doing other things
113705;Sliding Two Fingers Right
675;Doing other things
19803;Doing other things
87342;Thumb Up
120318;Doing other things
110977;No gesture
125688;Zooming In With Two Fingers
103085;Doing other things
22165;Doing other things
109822;Zooming In With Two Fingers
57649;No gesture
102554;Thumb Up
143567;Doing other things
123363;Zooming Out With Two Fingers
124827;Doing other things
73208;Doing other things
65119;Zooming In With Two Fingers
108931;No gesture
16338;Sliding Two Fingers Left
11741;Doing other things
86220;Zooming In With Two Fingers
117546;Sliding Two Fingers Right
104792;Doing other things
16053;Zooming Out With Two Fingers
21574;Thumb Up
101357;Zooming In With Two Fingers
89536;Thumb Up
40782;Doing other things
33750;Zooming In With Two Fingers
42973;Zooming Out With Two Fingers
54079;Doing other things
44436;Sliding Two Fingers Left
57735;Sliding Two Fingers Right
58164;Sliding Two Fingers Right
90920;Zooming Out With Two Fingers
120505;Doing other things
18117;Zooming Out With Two Fingers
79833;Doing other things
68436;Zooming In With Two Fingers
105976;Thumb Up
17612;Sliding Two Fingers Right
58430;Sliding Two Fingers Right
67942;Thumb Up
87936;Doing other things
13617;No gesture
124447;Zooming In With Two Fingers
142345;Zooming In With Two Fingers
89522;Doing other things
14056;Zooming Out With Two Fingers
142834;Zooming Out With Two Fingers
58175;Doing other things
8139;Zooming Out With Two Fingers
132329;Zooming In With Two Fingers
130368;Doing other things
55580;No gesture
5176;Zooming In With Two Fingers
42937;Sliding Two Fingers Right
125977;Thumb Up
15868;Zooming In With Two Fingers
126762;Doing other things
35579;Zooming Out With Two Fingers
124524;Zooming Out With Two Fingers
141546;Zooming In With Two Fingers
56994;Sliding Two Fingers Left
145257;Thumb Up
119834;Doing other things
19626;No gesture
25828;Sliding Two Fingers Right
122487;Sliding Two Fingers Right
147999;Zooming Out With Two Fingers
26323;No gesture
130992;Doing other things
3226;Zooming Out With Two Fingers
56382;Doing other things
115483;Sliding Two Fingers Right
128240;Sliding Two Fingers Right
131916;Doing other things
64117;Sliding Two Fingers Right
99712;Doing other things
104455;Zooming In With Two Fingers
52259;No gesture
11197;Doing other things
92891;Doing other things
142228;No gesture
86988;Thumb Up
55342;Sliding Two Fingers Left
83217;Doing other things
32693;Sliding Two Fingers Right
89157;Sliding Two Fingers Left
37941;Sliding Two Fingers Right
122400;Doing other things
8264;Doing other things
100023;No gesture
120044;No gesture
83065;Zooming In With Two Fingers
23196;Thumb Up
72029;Doing other things
107285;Zooming Out With Two Fingers
8764;Thumb Up
81497;Sliding Two Fingers Right
31440;No gesture
144849;Sliding Two Fingers Left
47154;Sliding Two Fingers Left
62172;Sliding Two Fingers Left
40104;No gesture
61580;Zooming In With Two Fingers
39655;Sliding Two Fingers Left
36344;Zooming Out With Two Fingers
67245;Sliding Two Fingers Left
107737;Sliding Two Fingers Right
143797;Doing other things
5445;Zooming In With Two Fingers
12283;Doing other things
132422;Zooming Out With Two Fingers
50801;Zooming Out With Two Fingers
88686;Doing other things
24989;Zooming Out With Two Fingers
52464;Thumb Up
96313;Zooming In With Two Fingers
87649;Thumb Up
97186;Zooming Out With Two Fingers
104645;No gesture
124699;Zooming In With Two Fingers
2124;Doing other things
71807;Sliding Two Fingers Left
26955;Sliding Two Fingers Right
77184;Sliding Two Fingers Left
73542;Sliding Two Fingers Left
61575;Sliding Two Fingers Left
137937;No gesture
87899;Zooming Out With Two Fingers
38325;Thumb Up
122521;Doing other things
8938;Doing other things
146960;Sliding Two Fingers Right
140627;Doing other things
27590;Doing other things
101332;Sliding Two Fingers Left
10121;Sliding Two Fingers Left
89138;Zooming In With Two Fingers
18177;No gesture
146028;Doing other things
81739;Zooming Out With Two Fingers
142078;No gesture
81717;Zooming In With Two Fingers
87458;Doing other things
75706;Zooming Out With Two Fingers
29371;No gesture
34899;Sliding Two Fingers Left
26348;Zooming Out With Two Fingers
889;Sliding Two Fingers Right
69521;Doing other things
56562;Thumb Up
110035;Zooming In With Two Fingers
141125;Sliding Two Fingers Left
145055;Sliding Two Fingers Left
21066;Doing other things
51002;Zooming In With Two Fingers
70467;Doing other things
135925;Zooming In With Two Fingers
125332;Sliding Two Fingers Left
84110;Doing other things
86747;Sliding Two Fingers Left
1932;Sliding Two Fingers Right
85025;Doing other things
131446;Thumb Up
117465;Doing other things
133720;No gesture
55237;Doing other things
120853;Sliding Two Fingers Left
140647;No gesture
143786;No gesture
22212;Thumb Up
145014;Zooming In With Two Fingers
26740;Zooming In With Two Fingers
120087;No gesture
14459;Zooming Out With Two Fingers
87799;Doing other things
142047;Thumb Up
17079;Doing other things
9036;Sliding Two Fingers Right
89402;Thumb Up
147040;Doing other things
20249;Doing other things
51958;Sliding Two Fingers Right
12489;Sliding Two Fingers Right
92886;Thumb Up
3066;Zooming Out With Two Fingers
21505;Sliding Two Fingers Right
96120;Sliding Two Fingers Right
40648;Thumb Up
142855;Sliding Two Fingers Right
112325;Zooming In With Two Fingers
35485;Zooming Out With Two Fingers
154;Zooming In With Two Fingers
99233;Sliding Two Fingers Left
79769;Sliding Two Fingers Right
70067;Zooming Out With Two Fingers
23908;No gesture
147695;Doing other things
128456;Doing other things
57651;Sliding Two Fingers Left
63355;Zooming In With Two Fingers
136772;Sliding Two Fingers Right
137035;Doing other things
99924;No gesture
9114;Zooming In With Two Fingers
135409;Sliding Two Fingers Right
123055;Doing other things
146976;No gesture
16959;Doing other things
41628;Doing other things
36257;Sliding Two Fingers Right
52593;Doing other things
16510;No gesture
43647;Doing other things
87937;Thumb Up
8243;Thumb Up
59227;Thumb Up
144195;Doing other things
62370;Thumb Up
116145;Zooming In With Two Fingers
145316;No gesture
35845;Thumb Up
143343;Zooming Out With Two Fingers
100052;Doing other things
107747;Doing other things
145626;Zooming In With Two Fingers
110550;Sliding Two Fingers Left
110333;No gesture
134369;Doing other things
3166;Zooming In With Two Fingers
103239;Zooming Out With Two Fingers
51495;Sliding Two Fingers Left
108400;Sliding Two Fingers Left
82636;Doing other things
55100;Doing other things
59898;Sliding Two Fingers Left
102430;Sliding Two Fingers Right
33073;Thumb Up
53727;Zooming In With Two Fingers
33846;Thumb Up
41926;Zooming Out With Two Fingers
87040;No gesture
69864;Sliding Two Fingers Right
61864;No gesture
56860;Sliding Two Fingers Left
99719;Zooming Out With Two Fingers
31116;Sliding Two Fingers Left
29132;Zooming In With Two Fingers
74208;Doing other things
138351;Zooming Out With Two Fingers
23695;No gesture
132234;Zooming In With Two Fingers
86143;Doing other things
27775;Zooming Out With Two Fingers
57988;Doing other things
100630;Doing other things
10071;Zooming In With Two Fingers
86698;Zooming In With Two Fingers
83205;Zooming In With Two Fingers
12020;Sliding Two Fingers Right
140856;Zooming Out With Two Fingers
132501;Zooming In With Two Fingers
73968;Sliding Two Fingers Right
147204;Sliding Two Fingers Right
143038;Sliding Two Fingers Right
18677;Sliding Two Fingers Right
29023;Sliding Two Fingers Right
58639;Sliding Two Fingers Right
78759;Sliding Two Fingers Left
21509;Doing other things
106237;Zooming Out With Two Fingers
73843;Zooming In With Two Fingers
20512;Doing other things
85444;Sliding Two Fingers Right
67315;Sliding Two Fingers Right
39679;Doing other things
65512;Thumb Up
75444;Thumb Up
34218;No gesture
83343;Doing other things
58800;Doing other things
31806;Doing other things
127874;Zooming In With Two Fingers
140948;Sliding Two Fingers Right
33469;Zooming In With Two Fingers
117534;Zooming In With Two Fingers
30823;Thumb Up
113037;Thumb Up
31120;Thumb Up
113070;Doing other things
47752;Zooming In With Two Fingers
89491;Doing other things
54567;Zooming In With Two Fingers
35118;Sliding Two Fingers Right
76358;Sliding Two Fingers Right
138515;No gesture
25484;Zooming In With Two Fingers
54503;No gesture
119315;Doing other things
129999;Doing other things
34174;Zooming In With Two Fingers
112352;Sliding Two Fingers Left
129266;Doing other things
91845;Doing other things
82032;Doing other things
38822;Zooming Out With Two Fingers
146027;Zooming Out With Two Fingers
12872;Zooming In With Two Fingers
46135;Zooming In With Two Fingers
87263;Zooming Out With Two Fingers
104823;Zooming In With Two Fingers
128600;Doing other things
70538;Doing other things
69074;Doing other things
75330;Doing other things
6373;Thumb Up
87938;Zooming Out With Two Fingers
46175;Doing other things
17494;Doing other things
4501;Doing other things
139387;Zooming In With Two Fingers
127228;No gesture
82493;Sliding Two Fingers Right
41025;Doing other things
26121;Zooming In With Two Fingers
44826;Zooming Out With Two Fingers
131251;Thumb Up
123871;Thumb Up
45127;Doing other things
119954;Doing other things
15718;Zooming Out With Two Fingers
22177;Zooming Out With Two Fingers
20602;Thumb Up
60309;Zooming Out With Two Fingers
81378;Thumb Up
64765;Sliding Two Fingers Left
12620;Zooming Out With Two Fingers
118892;Zooming In With Two Fingers
78973;Doing other things
8875;Doing other things
114398;Thumb Up
113279;Zooming Out With Two Fingers
44488;Sliding Two Fingers Right
44583;Sliding Two Fingers Right
57032;No gesture
79881;No gesture
7403;No gesture
15031;Zooming Out With Two Fingers
134749;Doing other things
88803;Sliding Two Fingers Left
6519;Sliding Two Fingers Left
93210;Sliding Two Fingers Left
19406;Thumb Up
96021;No gesture
72427;Zooming Out With Two Fingers
141553;Sliding Two Fingers Right
37411;Sliding Two Fingers Left
29075;Zooming Out With Two Fingers
86916;Zooming Out With Two Fingers
19341;Doing other things
29470;No gesture
125073;Sliding Two Fingers Left
71572;Doing other things
86732;No gesture
42358;Zooming In With Two Fingers
12565;Sliding Two Fingers Left
45759;Zooming In With Two Fingers
125745;Zooming Out With Two Fingers
81185;Sliding Two Fingers Right
49353;Doing other things
52814;Thumb Up
85376;Zooming In With Two Fingers
137548;Doing other things
3106;Doing other things
56828;Sliding Two Fingers Right
71081;Doing other things
132841;Zooming In With Two Fingers
101456;No gesture
137223;Zooming Out With Two Fingers
50007;Zooming Out With Two Fingers
38657;Zooming In With Two Fingers
9293;Zooming Out With Two Fingers
36575;Doing other things
22077;No gesture
101534;Sliding Two Fingers Right
76829;Sliding Two Fingers Right
105520;Thumb Up
82926;Zooming Out With Two Fingers
96320;Doing other things
2871;Thumb Up
23385;Thumb Up
130378;Sliding Two Fingers Left
130036;Zooming In With Two Fingers
125577;Zooming Out With Two Fingers
79329;No gesture
116951;Zooming Out With Two Fingers
110330;No gesture
115729;Zooming In With Two Fingers
52201;Zooming Out With Two Fingers
43276;Doing other things
97966;Zooming In With Two Fingers
40397;Doing other things
30536;Zooming In With Two Fingers
6247;No gesture
20292;Doing other things
143141;Sliding Two Fingers Left
32817;Thumb Up
123555;Doing other things
8874;Zooming Out With Two Fingers
25565;Sliding Two Fingers Left
145306;Doing other things
114342;Zooming In With Two Fingers
68160;Sliding Two Fingers Left
91125;Doing other things
24167;No gesture
94868;Thumb Up
36118;No gesture
142315;No gesture
5808;Sliding Two Fingers Left
123758;Zooming In With Two Fingers
17436;Doing other things
147483;No gesture
123433;Zooming Out With Two Fingers
137625;No gesture
23290;Thumb Up
75538;Sliding Two Fingers Left
77588;Zooming In With Two Fingers
130424;Doing other things
76239;Sliding Two Fingers Left
21211;Doing other things
67877;Thumb Up
60714;Doing other things
23215;Sliding Two Fingers Left
114215;Sliding Two Fingers Right
47626;No gesture
16132;No gesture
109246;Sliding Two Fingers Right
82478;Thumb Up
123068;Sliding Two Fingers Right
86571;Zooming In With Two Fingers
75546;Sliding Two Fingers Right
37339;Doing other things
137653;Zooming In With Two Fingers
124004;Zooming Out With Two Fingers
61011;Sliding Two Fingers Right
43389;Sliding Two Fingers Right
137790;Sliding Two Fingers Left
95129;Doing other things
27087;Sliding Two Fingers Right
132374;Doing other things
13039;Doing other things
141087;Zooming In With Two Fingers
14361;Doing other things
3024;Sliding Two Fingers Left
137970;Doing other things
96362;Sliding Two Fingers Right
56808;Doing other things
105968;Sliding Two Fingers Left
101336;Sliding Two Fingers Left
137574;Sliding Two Fingers Left
7807;Sliding Two Fingers Right
56521;Sliding Two Fingers Left
55131;Sliding Two Fingers Right
89154;Sliding Two Fingers Right
22875;Sliding Two Fingers Left
33739;Doing other things
13451;Zooming In With Two Fingers
67185;Zooming In With Two Fingers
31711;Doing other things
5511;Sliding Two Fingers Left
137803;Thumb Up
14268;No gesture
11112;Thumb Up
21064;Doing other things
134494;Thumb Up
35986;Sliding Two Fingers Left
62325;Zooming In With Two Fingers
8741;Doing other things
42540;Doing other things
100974;Doing other things
59738;Sliding Two Fingers Left
142189;Sliding Two Fingers Right
85596;Sliding Two Fingers Left
58689;Thumb Up
117086;Zooming In With Two Fingers
58551;Doing other things
99231;Thumb Up
72728;Thumb Up
90034;Doing other things
4837;Zooming In With Two Fingers
144793;Doing other things
70309;Doing other things
41909;No gesture
93394;Doing other things
59670;Zooming In With Two Fingers
138704;Sliding Two Fingers Left
16019;Sliding Two Fingers Left
121463;Doing other things
38832;No gesture
71906;Sliding Two Fingers Left
64240;Zooming Out With Two Fingers
67753;Sliding Two Fingers Right
127948;Sliding Two Fingers Right
37382;No gesture
134759;Sliding Two Fingers Right
98705;Sliding Two Fingers Right
4532;No gesture
2986;Zooming In With Two Fingers
112965;Sliding Two Fingers Right
17787;Thumb Up
90703;Sliding Two Fingers Left
19680;Doing other things
68866;Thumb Up
97467;No gesture
94466;No gesture
82456;Zooming Out With Two Fingers
147165;Doing other things
55509;No gesture
119867;Zooming Out With Two Fingers
56151;Zooming In With Two Fingers
127002;Doing other things
110696;Zooming In With Two Fingers
131329;Zooming In With Two Fingers
135127;No gesture
59927;Doing other things
112504;No gesture
130708;Thumb Up
129811;Doing other things
38684;Zooming Out With Two Fingers
61943;Zooming Out With Two Fingers
128676;Doing other things
131955;Sliding Two Fingers Left
27693;Sliding Two Fingers Left
53662;Zooming Out With Two Fingers
51247;No gesture
67608;Doing other things
80120;Thumb Up
110719;Sliding Two Fingers Right
25870;Sliding Two Fingers Left
107082;Thumb Up
39764;Doing other things
8198;Thumb Up
112035;Doing other things
15280;Zooming In With Two Fingers
132819;Sliding Two Fingers Right
21433;Doing other things
138716;No gesture
130533;Zooming In With Two Fingers
72931;Zooming In With Two Fingers
127925;Doing other things
70;No gesture
122855;Sliding Two Fingers Right
69103;Doing other things
33727;Doing other things
96764;Sliding Two Fingers Right
31320;Doing other things
115029;Doing other things
17123;Zooming Out With Two Fingers
51399;Doing other things
10968;No gesture
55725;Zooming Out With Two Fingers
33018;Zooming Out With Two Fingers
3441;Sliding Two Fingers Left
119210;Sliding Two Fingers Left
67166;Sliding Two Fingers Right
25317;Sliding Two Fingers Right
64992;Zooming In With Two Fingers
71648;Doing other things
52638;Sliding Two Fingers Right
27638;Doing other things
36450;Doing other things
116321;Doing other things
65361;Doing other things
121327;Doing other things
67621;Doing other things
94300;Zooming Out With Two Fingers
68202;No gesture
101198;Zooming Out With Two Fingers
62004;Sliding Two Fingers Left
34072;Sliding Two Fingers Left
44207;Doing other things
34749;Sliding Two Fingers Left
91538;Sliding Two Fingers Right
91920;Zooming Out With Two Fingers
51067;Doing other things
13584;Thumb Up
140157;Zooming Out With Two Fingers
90886;Doing other things
102882;Doing other things
69005;Sliding Two Fingers Right
112542;Doing other things
44831;Zooming In With Two Fingers
9239;Doing other things
76590;No gesture
96241;No gesture
100366;Zooming Out With Two Fingers
115304;Sliding Two Fingers Right
118018;No gesture
108742;Sliding Two Fingers Left
32214;Sliding Two Fingers Right
52801;Sliding Two Fingers Right
5698;Sliding Two Fingers Right
90644;Sliding Two Fingers Right
57304;Zooming In With Two Fingers
53901;Zooming In With Two Fingers
18788;Sliding Two Fingers Right
69739;Doing other things
57563;Doing other things
8354;Sliding Two Fingers Right
73283;Doing other things
68234;Sliding Two Fingers Left
108891;Doing other things
61369;Sliding Two Fingers Left
86935;Zooming Out With Two Fingers
58330;No gesture
114086;Doing other things
73246;Thumb Up
118305;Sliding Two Fingers Right
120120;Zooming Out With Two Fingers
31720;Thumb Up
123856;Sliding Two Fingers Right
75514;Doing other things
123477;Thumb Up
131700;No gesture
115906;Sliding Two Fingers Right
108453;Doing other things
53104;Doing other things
116020;Zooming Out With Two Fingers
8766;Doing other things
39217;Zooming In With Two Fingers
62316;Sliding Two Fingers Right
101973;Zooming In With Two Fingers
98276;Zooming In With Two Fingers
24730;Sliding Two Fingers Right
133507;No gesture
116544;No gesture
5651;Zooming Out With Two Fingers
92230;Doing other things
119223;Zooming Out With Two Fingers
122731;Zooming In With Two Fingers
16703;Zooming Out With Two Fingers
132844;Doing other things
49900;Sliding Two Fingers Right
78244;Doing other things
74641;Thumb Up
46927;Sliding Two Fingers Right
60844;Doing other things
20913;Doing other things
81113;Zooming Out With Two Fingers
14896;Sliding Two Fingers Left
46389;Sliding Two Fingers Left
13028;Doing other things
65440;Zooming In With Two Fingers
6368;Zooming In With Two Fingers
129127;Sliding Two Fingers Left
11594;Thumb Up
9015;Doing other things
119864;Doing other things
64550;Zooming Out With Two Fingers
104623;Sliding Two Fingers Right
90685;Zooming Out With Two Fingers
32104;Zooming Out With Two Fingers
32725;Zooming In With Two Fingers
136269;Thumb Up
100720;No gesture
30557;Sliding Two Fingers Right
144580;Doing other things
96264;Doing other things
102818;No gesture
60010;Zooming In With Two Fingers
47797;Doing other things
4623;Doing other things
25808;No gesture
121960;Thumb Up
35749;Thumb Up
114480;Zooming Out With Two Fingers
27034;Zooming Out With Two Fingers
30603;Thumb Up
7063;No gesture
93103;Zooming In With Two Fingers
34044;Sliding Two Fingers Left
9307;Doing other things
140664;Zooming Out With Two Fingers
99184;Zooming Out With Two Fingers
141320;Thumb Up
28368;Doing other things
127837;Zooming Out With Two Fingers
22482;Doing other things
115703;Sliding Two Fingers Left
101848;Thumb Up
75562;Sliding Two Fingers Left
109502;Doing other things
68284;Doing other things
113183;Doing other things
139806;Zooming Out With Two Fingers
99922;No gesture
88705;Sliding Two Fingers Right
45452;Sliding Two Fingers Left
107675;Zooming Out With Two Fingers
85193;Doing other things
51761;Doing other things
122920;Doing other things
131632;Doing other things
16180;Thumb Up
108769;Zooming In With Two Fingers
5877;Zooming In With Two Fingers
120280;Zooming In With Two Fingers
61423;Sliding Two Fingers Left
65283;Thumb Up
111031;Doing other things
46633;Sliding Two Fingers Left
136499;No gesture
18391;Doing other things
25554;Sliding Two Fingers Right
87479;Doing other things
8059;Zooming Out With Two Fingers
53317;Doing other things
79825;No gesture
17455;No gesture
142900;Zooming Out With Two Fingers
71022;Doing other things
133923;No gesture
63248;Zooming In With Two Fingers
32992;Thumb Up
5746;Zooming In With Two Fingers
